order_id,product_category,quantity,supplier_country,customer_country,transport_mode,distance_km,order_days,transport_days,total_delivery_days,transport_cost_usd,storage_cost_usd,delay,delay_days,stockout,season,fill_rate_pct,cost_per_km,delay_probability,inventory_turnover,lead_time_variability
69770,Pharma,197,China,China,sea,1489.0,4,60,66,0.0,30.73,no,0,no,autumn,91.5,0.0,0.1,4.693287603560391,8.823788990938434
11406,Pharma,221,UK,USA,air,13852.0,1,26,29,68470.32,11.96,no,0,no,summer,92.0,4.9429916257580135,0.1,8.184144751212084,8.817670958148845
96853,Pharma,422,India,France,air,6248.0,3,13,20,25828.73,8.6,no,0,no,summer,90.8,4.133919654289373,0.1,5.732878092754409,8.817670958148845
16131,Clothing,470,USA,Japan,road,8761.0,3,60,66,8938.52,14.94,no,0,no,spring,94.9,1.0202625271087775,0.1,9.023766540218306,16.926536614561726
19793,Pharma,278,USA,UK,sea,12750.0,3,60,65,0.0,19.78,no,0,no,autumn,92.7,0.0,0.1,7.145225303009235,8.823788990938434
89578,Food,380,India,Japan,road,10999.0,3,60,66,13119.2,16.21,no,0,no,winter,95.8,1.1927629784525866,0.1,7.065576732979617,16.926536614561726
40164,Clothing,429,Brazil,Japan,sea,10420.0,5,60,67,0.0,12.7,no,0,no,winter,91.3,0.0,0.1,6.65541591696711,8.823788990938434
31777,Electronics,48,USA,Germany,road,1135.0,2,14,19,1014.48,6.17,no,0,no,autumn,99.3,0.8938149779735683,0.1,9.637998111730028,16.926536614561726
25331,Electronics,590,USA,UK,sea,6507.0,4,60,66,0.0,8.52,no,0,no,spring,90.0,0.0,0.1,7.533490595342509,8.823788990938434
79157,Electronics,821,USA,France,air,10564.0,2,21,26,45622.37,9.11,no,0,no,spring,95.6,4.318664331692541,0.1,8.643408034704342,8.817670958148845
51686,Machinery,802,India,UK,rail,14028.0,4,60,68,14277.12,29.13,no,0,no,spring,90.7,1.0177587681779299,0.1,11.7090781740979,15.19981997143669
75499,Pharma,219,Brazil,Brazil,sea,14908.0,3,60,64,0.0,23.78,no,0,no,autumn,98.4,0.0,0.1,4.624888082690087,8.823788990938434
4728,Machinery,996,China,France,air,12994.0,6,24,31,66016.27,9.53,no,0,no,winter,95.8,5.080519470524858,0.1,4.331141984075113,8.817670958148845
85199,Food,415,Germany,France,road,6758.0,4,60,67,7043.58,29.65,no,0,no,summer,90.5,1.042258064516129,0.1,4.882617410315163,16.926536614561726
35796,Clothing,443,China,Brazil,sea,7898.0,5,60,69,0.0,7.04,yes,5,no,spring,92.3,0.0,0.1,5.813054814902327,8.823788990938434
12257,Food,491,India,USA,rail,8497.0,6,60,70,8896.84,28.62,no,0,no,summer,97.7,1.047056608214664,0.1,11.727534744257385,15.19981997143669
35719,Food,339,USA,Germany,sea,1614.0,7,60,69,0.0,19.58,no,0,no,summer,93.0,0.0,0.1,9.437858525119488,8.823788990938434
70552,Electronics,267,Japan,France,road,11193.0,1,60,62,9161.27,24.35,no,0,no,spring,92.4,0.8184820870186724,0.1,10.918777288897868,16.926536614561726
54375,Electronics,364,France,UK,air,9024.0,4,19,24,39844.47,6.25,no,0,no,autumn,95.6,4.415388962765958,0.1,5.3370733779832875,8.817670958148845
39692,Pharma,704,Germany,India,sea,12878.0,2,60,66,0.0,13.95,no,0,no,spring,95.8,0.0,0.1,11.442730140089125,8.823788990938434
93703,Machinery,687,Germany,USA,air,11967.0,6,24,34,52238.32,6.29,no,0,no,winter,98.4,4.365197626807053,0.1,4.616739931367018,8.817670958148845
73692,Machinery,51,China,USA,road,2953.0,4,36,44,2860.61,12.8,no,0,no,winter,95.5,0.9687131730443617,0.1,11.908062016578457,16.926536614561726
98071,Machinery,825,USA,India,air,3299.0,5,6,13,13678.88,6.49,no,0,yes,winter,73.4,4.14637162776599,0.1,4.483472726279159,8.817670958148845
576,Pharma,858,France,UK,rail,9849.0,6,60,67,9401.18,15.09,no,0,no,autumn,99.1,0.9545314245101025,0.1,6.683270747703147,15.19981997143669
84611,Food,715,Japan,Japan,sea,13473.0,5,60,69,0.0,13.55,no,0,no,autumn,96.0,0.0,0.1,4.277742468613937,8.823788990938434
61770,Clothing,827,Brazil,UK,sea,4142.0,5,60,69,0.0,7.38,no,0,no,spring,94.7,0.0,0.1,9.660760646575671,8.823788990938434
32261,Food,524,Japan,USA,road,2612.0,3,33,37,2215.39,11.33,yes,1,no,spring,95.2,0.8481584992343032,0.1,5.790316663710022,16.926536614561726
82200,Pharma,586,China,USA,rail,11523.0,2,60,65,11360.55,21.75,no,0,no,spring,97.8,0.9859021088258265,0.1,8.329239023809599,15.19981997143669
36291,Food,243,USA,UK,road,13377.0,4,60,66,11731.96,31.93,no,0,no,autumn,92.5,0.8770247439635194,0.1,10.957044217604823,16.926536614561726
78450,Machinery,222,Japan,France,sea,122.0,4,6,11,0.0,1.97,no,0,no,summer,96.3,0.0,0.1,9.209496407252777,8.823788990938434
60056,Clothing,99,Germany,UK,sea,9052.0,6,60,67,0.0,33.18,no,0,no,summer,90.4,0.0,0.1,5.665699065669856,8.823788990938434
45949,Pharma,939,China,China,air,5562.0,3,9,13,22468.9,6.23,no,0,no,summer,90.3,4.039715929521755,0.1,10.369184814754659,8.817670958148845
28178,Pharma,364,Japan,China,air,5365.0,4,12,17,26914.25,7.01,no,0,no,autumn,98.8,5.0166356011183595,0.1,9.749481732267956,8.817670958148845
84464,Machinery,80,USA,Germany,sea,1527.0,5,60,69,0.0,9.14,no,0,no,spring,91.5,0.0,0.1,4.539154822514094,8.823788990938434
579,Clothing,539,Japan,UK,sea,5207.0,4,60,66,0.0,23.44,no,0,no,summer,98.6,0.0,0.1,11.382676325055014,8.823788990938434
30960,Clothing,550,France,Japan,road,7747.0,4,60,66,7291.53,31.18,no,0,no,autumn,,0.9412069188072802,0.1,9.254923109456783,16.926536614561726
64291,Clothing,522,UK,UK,sea,7382.0,5,60,68,0.0,15.56,no,0,no,summer,91.8,0.0,0.1,8.608991934425053,8.823788990938434
14532,Electronics,512,Japan,UK,air,3327.0,1,7,12,15701.81,4.13,no,0,no,autumn,95.6,4.719510069131349,0.1,6.510005357730915,8.817670958148845
17934,Pharma,765,France,Japan,road,1359.0,5,15,22,1521.8,4.72,no,0,no,spring,94.6,1.119793966151582,0.1,10.859734320961458,16.926536614561726
33609,Food,351,India,Japan,sea,1443.0,1,60,62,0.0,25.01,no,0,no,winter,96.8,0.0,0.1,7.70437069443154,8.823788990938434
49960,Machinery,203,UK,Brazil,air,1254.0,6,2,11,5688.89,1.96,no,0,no,winter,90.1,4.536594896331739,0.1,8.77496014693123,8.817670958148845
66599,Machinery,845,Germany,India,sea,9273.0,7,60,70,0.0,14.59,no,0,no,summer,90.6,0.0,0.1,4.007295783392609,8.823788990938434
99090,Food,994,France,USA,sea,3453.0,3,60,67,0.0,21.31,no,0,no,spring,98.2,0.0,0.1,8.112300273013364,8.823788990938434
34452,Machinery,103,USA,China,road,14446.0,3,60,65,15823.63,12.0,yes,8,no,winter,95.0,1.0953641146338087,0.1,5.578953371237134,16.926536614561726
34081,Food,139,India,France,road,2445.0,4,31,39,,5.07,no,0,no,winter,97.4,0.9195541922290388,0.1,10.344577392903673,16.926536614561726
63588,Food,323,Brazil,India,road,9787.0,5,60,69,9916.33,7.32,no,0,no,winter,95.0,1.013214468172065,0.1,9.129222652831913,16.926536614561726
4294,Pharma,390,France,USA,sea,14794.0,4,60,68,0.0,28.72,no,0,no,winter,99.6,0.0,0.1,10.780239063657362,8.823788990938434
69103,Machinery,389,UK,France,rail,2671.0,2,45,51,2785.87,11.12,no,0,no,autumn,92.0,1.0430063646574317,0.1,6.4483860855802515,15.19981997143669
86412,Electronics,783,Japan,USA,rail,12809.0,5,60,66,11522.72,31.27,no,0,no,summer,91.0,0.8995799828245764,0.1,7.462930963565421,15.19981997143669
99477,Clothing,877,Japan,France,sea,1084.0,3,53,60,0.0,22.17,no,0,no,autumn,91.3,0.0,0.1,11.79125605534659,8.823788990938434
53930,Electronics,59,India,Germany,sea,8956.0,2,60,66,0.0,28.12,yes,6,no,winter,93.1,0.0,0.1,7.486519562647505,8.823788990938434
87071,Electronics,205,USA,India,sea,14770.0,2,60,63,0.0,7.92,no,0,no,summer,92.1,0.0,0.1,8.001637413218571,8.823788990938434
65084,Food,468,Brazil,India,rail,7126.0,5,60,69,7484.4,31.0,no,0,no,summer,93.9,1.050294695481336,0.1,10.588647122387723,15.19981997143669
30713,Food,785,India,UK,road,1100.0,3,13,18,917.71,3.33,no,0,no,winter,94.6,0.8342818181818182,0.1,7.203235367476748,16.926536614561726
49183,Food,352,France,UK,sea,11809.0,6,60,68,0.0,21.68,no,0,no,summer,95.1,0.0,0.1,9.95344823231078,8.823788990938434
57235,Food,601,Germany,China,road,224.0,3,1,6,202.4,2.33,no,0,no,winter,96.3,0.9035714285714286,0.1,9.870145788150293,16.926536614561726
15664,Food,192,USA,Japan,road,13407.0,2,60,66,10864.92,12.15,no,0,no,autumn,96.5,0.8103915864846722,0.1,5.972005317875335,16.926536614561726
19967,Clothing,332,USA,India,sea,10478.0,2,60,65,0.0,30.97,no,0,no,winter,95.8,0.0,0.1,5.691192610651047,8.823788990938434
91913,Electronics,517,Germany,France,sea,14836.0,5,60,69,0.0,12.14,yes,9,no,autumn,92.4,0.0,0.1,5.929551053851467,8.823788990938434
91958,Clothing,155,USA,UK,air,5632.0,8,13,23,30529.18,5.59,no,0,no,winter,98.2,5.4206640625,0.1,7.826129223214858,8.817670958148845
81347,Pharma,526,USA,China,road,14618.0,2,60,66,15509.91,19.9,no,0,no,summer,98.2,1.0610145026679436,0.1,5.659859773146376,16.926536614561726
55326,Machinery,781,UK,Germany,rail,5183.0,5,60,69,4478.99,8.54,no,0,no,spring,99.8,0.8641693999614123,0.1,10.837526853043382,15.19981997143669
29858,Electronics,374,Japan,China,sea,3250.0,1,60,63,0.0,25.84,no,0,no,winter,,0.0,0.1,5.816083220666753,8.823788990938434
71223,Pharma,902,China,USA,sea,4126.0,1,60,64,0.0,29.81,no,0,no,autumn,94.1,0.0,0.1,10.686061362590232,8.823788990938434
52459,Food,620,India,Brazil,road,6945.0,6,60,68,6836.18,21.18,no,0,no,autumn,91.4,0.9843311735061195,0.1,7.707051902541108,16.926536614561726
88346,Pharma,341,Brazil,Japan,rail,2660.0,5,45,54,2872.46,13.71,no,0,no,summer,90.4,1.0798721804511278,0.1,9.115395115814243,15.19981997143669
82364,Clothing,848,Japan,China,sea,5778.0,5,60,67,0.0,12.18,no,0,no,winter,98.0,0.0,0.1,4.833276630410743,8.823788990938434
65350,Food,8,India,Germany,rail,342.0,4,6,11,303.43,3.24,no,0,no,spring,95.3,0.8872222222222222,0.1,10.178075420239326,15.19981997143669
59650,Pharma,790,China,USA,sea,12785.0,3,60,66,0.0,31.33,yes,8,no,winter,98.2,0.0,0.1,4.68428854617751,8.823788990938434
44953,Pharma,654,China,Brazil,sea,6166.0,2,60,64,0.0,30.55,no,0,no,spring,93.1,0.0,0.1,5.032652050437075,8.823788990938434
39526,Pharma,588,China,France,air,1632.0,5,3,11,8209.34,2.26,no,0,no,winter,96.9,5.030232843137255,0.1,11.979731189680585,8.817670958148845
13936,Machinery,897,USA,UK,road,10554.0,2,60,65,9205.11,8.32,no,0,no,winter,93.2,0.8721915861284821,0.1,5.052945247536021,16.926536614561726
93781,Electronics,574,Japan,France,air,2980.0,2,5,10,17364.15,3.33,no,0,no,summer,97.5,5.826895973154363,0.1,11.970596712712146,8.817670958148845
89885,Food,289,Japan,Japan,road,6594.0,3,60,66,6226.42,18.44,no,0,no,winter,95.9,0.9442553836821352,0.1,11.614340913612828,16.926536614561726
81144,Clothing,970,India,France,road,6083.0,4,60,68,6906.14,25.77,no,0,no,summer,98.6,1.1353180996218972,0.1,10.72754011739822,16.926536614561726
95800,Clothing,749,China,India,sea,7389.0,2,60,63,0.0,14.51,no,0,no,winter,96.7,0.0,0.1,10.767228825212216,8.823788990938434
89405,Clothing,491,USA,USA,rail,3868.0,6,60,70,3321.45,10.55,no,0,no,winter,97.8,0.8586995863495346,0.1,7.218052050884131,15.19981997143669
55224,Machinery,444,USA,France,sea,8691.0,4,60,66,0.0,7.67,yes,2,no,autumn,98.2,0.0,0.1,9.326923998916367,8.823788990938434
73646,Electronics,203,India,USA,road,7458.0,7,60,68,6999.34,18.74,yes,14,no,spring,91.8,0.9385009385894342,0.1,5.7596107305171556,16.926536614561726
66294,Pharma,716,USA,China,sea,7946.0,7,60,71,0.0,13.55,yes,12,no,winter,91.0,0.0,0.1,11.537168379715872,8.823788990938434
65540,Food,222,India,India,sea,2016.0,3,60,65,0.0,12.25,no,0,no,summer,96.0,0.0,0.1,11.614996085940064,8.823788990938434
28111,Clothing,125,India,Germany,road,12858.0,2,60,66,12761.09,9.84,no,0,no,spring,96.3,0.9924630580183543,0.1,4.5091074666049265,16.926536614561726
41929,Pharma,905,Brazil,Brazil,road,14746.0,6,60,69,16683.42,29.36,no,0,no,autumn,96.3,1.1313861386138613,0.1,9.640320614561434,16.926536614561726
86547,Clothing,434,Japan,China,road,13379.0,4,60,68,12408.48,12.41,no,0,no,spring,91.6,0.9274594513790269,0.1,6.108310268312991,16.926536614561726
82586,Machinery,65,USA,France,sea,8453.0,4,60,66,0.0,30.69,no,0,no,autumn,95.8,0.0,0.1,10.630393398833014,8.823788990938434
38604,Machinery,562,Brazil,Japan,sea,8030.0,1,60,62,0.0,19.54,yes,6,no,autumn,90.5,0.0,0.1,4.677249513536669,8.823788990938434
91658,Clothing,855,UK,China,rail,12939.0,4,60,68,15422.02,12.73,no,0,no,autumn,96.4,1.191902001700286,0.1,9.570263950342543,15.19981997143669
62787,Electronics,552,India,Brazil,sea,10074.0,5,60,69,0.0,7.85,no,0,no,summer,94.6,0.0,0.1,4.701311310840879,8.823788990938434
84341,Machinery,757,Brazil,India,rail,1479.0,3,24,30,1730.8,9.49,no,0,no,winter,96.2,1.1702501690331304,0.1,11.549875312964591,15.19981997143669
39875,Electronics,274,Japan,UK,sea,14293.0,3,60,65,0.0,29.78,yes,6,no,autumn,96.6,0.0,0.1,11.626536173205857,8.823788990938434
78469,Machinery,763,India,UK,road,7637.0,3,60,67,8908.46,17.9,no,0,no,spring,93.6,1.166486840382349,0.1,5.931937301085322,16.926536614561726
31632,Electronics,532,China,China,sea,12663.0,5,60,66,0.0,20.63,no,0,no,spring,93.5,0.0,0.1,11.397469857793583,8.823788990938434
14953,Pharma,803,UK,UK,sea,3559.0,3,60,64,0.0,26.84,no,0,no,winter,98.3,0.0,0.1,4.006641951341303,8.823788990938434
39332,Food,532,UK,UK,sea,5869.0,3,60,64,0.0,20.91,no,0,no,spring,96.3,0.0,0.1,9.748844796300645,8.823788990938434
48588,Machinery,437,Japan,India,rail,2306.0,6,38,48,1919.48,16.08,no,0,no,summer,94.3,0.8323850823937554,0.1,6.061547471801259,15.19981997143669
83595,Clothing,160,China,Brazil,sea,762.0,6,36,43,0.0,9.11,no,0,no,summer,94.9,0.0,0.1,4.406825708249208,8.823788990938434
41488,Electronics,165,USA,India,rail,1389.0,4,24,30,1461.05,14.36,no,0,no,autumn,99.6,1.0518718502519797,0.1,7.212953120757687,15.19981997143669
39628,Electronics,815,China,USA,road,14221.0,4,60,68,12670.47,19.71,no,0,no,winter,93.3,0.890968989522537,0.1,10.657517047371098,16.926536614561726
87895,Pharma,828,China,Japan,sea,2992.0,3,60,67,0.0,31.93,no,0,no,winter,99.0,0.0,0.1,5.023941817967961,8.823788990938434
26304,Machinery,358,Brazil,Japan,sea,6586.0,1,60,65,0.0,29.93,no,0,no,summer,94.5,0.0,0.1,6.089043504936207,8.823788990938434
67404,Machinery,187,Germany,USA,road,14790.0,4,60,68,15281.62,20.35,no,0,no,spring,96.5,1.0332400270453008,0.1,7.237161585901484,16.926536614561726
98085,Machinery,317,Germany,USA,sea,2424.0,4,60,67,0.0,11.44,no,0,no,spring,93.4,0.0,0.1,7.156443734888815,8.823788990938434
95602,Machinery,151,Germany,Japan,road,2804.0,2,35,39,2652.18,10.4,yes,9,no,spring,95.0,0.9458559201141227,0.1,9.56992058603485,16.926536614561726
5020,Electronics,171,India,Germany,rail,1310.0,6,22,32,1404.77,5.43,no,0,no,summer,100.0,1.0723435114503816,0.1,6.565968838038238,15.19981997143669
5224,Machinery,410,UK,Brazil,rail,3729.0,2,60,64,3493.95,18.89,yes,13,no,spring,90.1,0.9369670152855993,0.1,7.791516923888624,15.19981997143669
15781,Electronics,365,China,India,road,8022.0,5,60,66,6494.06,30.69,no,0,no,spring,95.4,0.8095312889553727,0.1,10.531771286945965,16.926536614561726
45557,Electronics,600,China,France,road,13878.0,3,60,67,13857.14,25.12,no,0,no,spring,90.8,0.9984969015708315,0.1,8.475241206618843,16.926536614561726
12897,Machinery,191,Brazil,Brazil,sea,3525.0,4,60,65,0.0,18.81,no,0,no,winter,95.9,0.0,0.1,11.264823878811187,8.823788990938434
34305,Food,861,India,USA,road,1610.0,4,19,27,,12.47,no,0,no,summer,96.2,0.8275155279503106,0.1,7.173461570350342,16.926536614561726
93323,Food,920,Germany,Japan,sea,5506.0,7,60,71,0.0,23.22,no,0,no,summer,97.9,0.0,0.1,5.138552972744805,8.823788990938434
5325,Pharma,658,UK,Japan,road,1289.0,6,14,21,1188.65,8.36,no,0,yes,autumn,63.9,0.9221489526764934,0.1,7.7533349385038655,16.926536614561726
52926,Electronics,70,France,UK,sea,6628.0,3,60,64,0.0,26.39,no,0,no,autumn,98.5,0.0,0.1,10.174174051982547,8.823788990938434
62865,Food,244,India,Germany,sea,10734.0,5,60,69,0.0,34.03,yes,11,no,spring,94.8,0.0,0.1,9.297352473582052,8.823788990938434
8019,Electronics,806,Germany,France,air,5705.0,6,12,19,24389.56,6.69,no,0,no,summer,97.3,4.275120070113935,0.1,11.542975366685933,8.817670958148845
82945,Machinery,764,USA,Germany,road,7161.0,3,60,66,5964.89,9.79,no,0,no,autumn,92.2,0.8329688590978914,0.1,7.992890654296568,16.926536614561726
90377,Clothing,261,France,Brazil,sea,5660.0,7,60,70,0.0,16.45,no,0,yes,winter,55.1,0.0,0.1,10.03006946357154,8.823788990938434
41721,Pharma,869,Japan,Germany,road,11219.0,5,60,68,10230.42,28.49,no,0,no,winter,90.5,0.9118834120688118,0.1,4.540354369075345,16.926536614561726
867,Machinery,78,Japan,Japan,sea,11441.0,4,60,66,0.0,17.29,no,0,no,spring,93.0,0.0,0.1,6.792300370809942,8.823788990938434
98444,Electronics,272,China,UK,sea,615.0,5,31,40,0.0,14.7,no,0,no,summer,92.8,0.0,0.1,8.994797684670118,8.823788990938434
83040,Pharma,595,Brazil,Brazil,sea,6662.0,4,60,67,0.0,11.86,no,0,no,spring,94.6,0.0,0.1,8.637399200773402,8.823788990938434
13925,Pharma,729,Germany,UK,sea,11911.0,3,60,65,0.0,20.38,yes,14,no,winter,97.7,0.0,0.1,5.8215549928973624,8.823788990938434
79893,Pharma,853,Germany,Japan,sea,12040.0,3,60,65,0.0,14.28,no,0,no,autumn,92.6,0.0,0.1,4.010297566392929,8.823788990938434
31184,Food,792,Germany,Japan,air,11503.0,3,24,31,59958.96,4.6,no,0,no,autumn,91.1,5.21246283578197,0.1,9.774782098244266,8.817670958148845
13800,Pharma,469,UK,France,road,6104.0,4,60,67,5502.85,18.85,no,0,yes,summer,68.3,0.9015153997378769,0.1,5.146112278479228,16.926536614561726
40989,Food,460,India,UK,sea,10423.0,1,60,65,0.0,22.26,no,0,no,spring,99.5,0.0,0.1,7.70002797586571,8.823788990938434
66734,Machinery,306,Germany,China,rail,2527.0,6,42,50,2888.27,8.07,no,0,no,autumn,95.4,1.1429639889196677,0.1,5.111714569114331,15.19981997143669
78331,Electronics,85,India,Japan,sea,892.0,5,44,53,,24.24,no,0,no,summer,96.4,0.0,0.1,11.558021555540115,8.823788990938434
24379,Pharma,430,Japan,USA,sea,10042.0,3,60,64,0.0,27.23,no,0,no,summer,99.2,0.0,0.1,10.34777952774914,8.823788990938434
23415,Machinery,431,UK,France,rail,3813.0,2,60,66,3312.19,10.3,no,0,no,autumn,97.0,0.8686572252819302,0.1,11.464799532076167,15.19981997143669
97560,Electronics,17,UK,USA,sea,9322.0,6,60,69,0.0,17.65,no,0,no,autumn,95.0,0.0,0.1,10.012968319820818,8.823788990938434
22993,Clothing,164,China,India,sea,2659.0,6,60,70,0.0,9.38,no,0,no,winter,99.9,0.0,0.1,10.29112328998848,8.823788990938434
3232,Pharma,564,UK,India,rail,6693.0,2,60,64,5995.36,31.73,no,0,no,spring,92.3,0.8957657253847303,0.1,5.666596658876266,15.19981997143669
41996,Clothing,94,India,Japan,air,11059.0,3,22,29,44398.64,6.27,yes,10,no,summer,99.8,4.014706573831268,0.1,9.571922450631277,8.817670958148845
49188,Clothing,838,France,Japan,sea,14897.0,4,60,66,0.0,14.45,no,0,no,summer,91.3,0.0,0.1,7.101163664182267,8.823788990938434
22515,Clothing,657,Japan,UK,sea,1320.0,2,60,63,0.0,14.14,no,0,no,autumn,98.6,0.0,0.1,9.902918156615526,8.823788990938434
21326,Food,219,India,Germany,sea,7403.0,3,60,65,0.0,10.95,no,0,no,autumn,98.0,0.0,0.1,9.259867791872253,8.823788990938434
86234,Electronics,509,China,Japan,sea,6744.0,2,60,66,0.0,27.48,no,0,no,autumn,97.4,0.0,0.1,10.657293376841267,8.823788990938434
88127,Pharma,506,India,UK,road,8871.0,6,60,70,9223.01,30.41,yes,2,no,autumn,97.5,1.0396809829782439,0.1,8.516266433886472,16.926536614561726
29824,Clothing,788,USA,France,air,1348.0,3,3,10,7185.92,1.56,no,0,no,summer,92.7,5.33080118694362,0.1,8.068084428741468,8.817670958148845
92485,Electronics,955,UK,USA,air,12931.0,3,25,30,52950.26,5.24,no,0,no,spring,91.6,4.09483102621607,0.1,10.605389799003678,8.817670958148845
68425,Electronics,488,Germany,Germany,road,3121.0,4,39,45,2665.68,21.96,yes,12,no,winter,95.2,0.854110861903236,0.1,4.449776510327302,16.926536614561726
